customer_id;product_id;purchase_date
4143;4375;2023-04-18
7421;5838;2023-10-09
6682;5818;2023-02-22
3540;3497;2023-05-04
9053;5195;2023-10-06
3087;888;2023-03-21
9878;4415;2023-01-27
11822;9055;2023-12-26
8811;9793;2023-02-16
11409;8543;2023-09-08
7896;6483;2023-08-25
3591;7904;2023-04-24
10017;769;2023-08-02
6188;1840;2023-05-05
5248;8501;2023-11-28
2670;7703;2023-06-19
183;3707;2023-11-25
1591;5222;2023-07-14
9659;4471;2023-03-08
4060;5792;2023-03-21
2996;9080;2023-02-05
571;757;2023-02-27
8056;4519;2023-03-10
6208;5641;2023-10-03
2635;3569;2023-01-01
8600;5863;2023-03-06
5137;2625;2023-10-09
5581;3243;2023-01-18
5354;9798;2023-06-06
11536;8001;2023-04-19
7379;4816;2023-01-10
7457;7374;2023-11-06
3805;7991;2023-07-16
3259;3209;2023-05-16
6975;8516;2023-08-23
1251;6387;2023-12-07
2910;8825;2023-09-14
11790;3607;2023-04-10
2015;2155;2023-01-10
10359;6118;2023-03-28
10851;1726;2023-08-21
10233;9109;2023-12-12
10078;6446;2023-07-03
9479;4828;2023-03-18
10334;8746;2023-03-26
1232;3441;2023-12-15
1977;3636;2023-01-04
6794;9546;2023-10-04
4630;5804;2023-07-16
1363;6114;2023-01-13
6592;5752;2023-08-07
546;246;2023-07-22
3426;4384;2023-07-14
8420;3950;2023-01-29
3857;3527;2023-10-12
2020;6057;2023-03-28
7474;169;2023-11-15
4901;3932;2023-06-11
8847;4865;2023-12-29
5555;3608;2023-07-03
4458;3238;2023-10-12
10411;1796;2023-06-24
1783;3806;2023-06-02
8122;9019;2023-10-08
6437;4176;2023-09-19
7983;6159;2023-07-03
4531;8428;2023-09-01
2612;8943;2023-08-11
6678;5032;2023-01-31
7268;5574;2023-01-24
4632;767;2023-07-28
581;1429;2023-09-26
1528;3733;2023-05-03
3651;4538;2023-05-24
1642;7883;2023-08-22
3961;3097;2023-09-12
8637;7806;2023-09-13
6336;2983;2023-08-24
844;3923;2023-11-22
6004;3260;2023-05-24
8590;4960;2023-12-21
8929;8760;2023-07-05
3621;649;2023-08-11
10893;5110;2023-11-14
5297;1134;2023-01-26
6462;6836;2023-07-30
3761;5539;2023-07-21
8155;3345;2023-06-14
5497;7173;2023-08-19
6460;9811;2023-01-31
3471;72;2023-08-25
7225;3051;2023-06-01
5632;802;2023-06-28
6032;9433;2023-04-30
4718;4155;2023-09-29
704;5875;2023-11-05
9005;2328;2023-12-23
4549;2840;2023-03-23
6056;2083;2023-10-11
6957;9956;2023-01-02
9111;460;2023-07-05
8127;5913;2023-11-16
2768;5008;2023-11-11
688;8409;2023-11-24
6400;2866;2023-05-11
9998;9105;2023-08-21
8756;1061;2023-01-11
7366;5029;2023-08-24
11668;7419;2023-06-04
2654;6417;2023-07-13
7622;3813;2023-11-04
4536;4181;2023-07-23
6114;7087;2023-02-14
6207;9924;2023-06-18
9674;3112;2023-01-23
4524;6369;2023-08-16
9720;1607;2023-06-08
8434;1256;2023-01-02
9441;4984;2023-09-09
6331;330;2023-11-07
10588;2870;2023-11-24
3407;698;2023-07-27
11587;2157;2023-12-01
9362;8746;2023-07-09
6710;3901;2023-09-21
10470;7137;2023-12-10
5828;6437;2023-03-22
7407;4783;2023-03-21
422;142;2023-11-18
8769;6534;2023-01-19
11678;7019;2023-01-31
7372;4746;2023-06-25
3362;9946;2023-07-07
8017;8409;2023-11-21
6307;8782;2023-01-04
9146;8100;2023-04-17
7917;6203;2023-04-01
7837;9401;2023-04-27
10928;301;2023-11-02
9;4100;2023-07-10
1755;6356;2023-05-22
6171;9123;2023-03-04
9924;6717;2023-02-26
437;8607;2023-11-06
7895;3182;2023-07-16
7418;4130;2023-05-18
11292;3264;2023-11-26
3834;2073;2023-11-23
8050;4281;2023-06-01
11198;9851;2023-07-29
9693;7272;2023-01-15
430;4671;2023-05-05
6278;9049;2023-02-17
4067;613;2023-04-23
5175;8512;2023-01-05
8438;9963;2023-11-07
6931;6728;2023-06-08
2862;5646;2023-01-15
9779;7312;2023-01-22
3401;8059;2023-02-18
11637;40;2023-04-22
10477;7400;2023-08-07
10632;5862;2023-03-21
4836;5672;2023-11-11
11640;7745;2023-07-02
4138;8542;2023-11-23
4991;2911;2023-09-29
762;2479;2023-05-22
3161;4526;2023-03-02
1181;1424;2023-04-07
4553;3358;2023-11-30
9673;2737;2023-03-04
8173;9731;2023-02-10
9498;3445;2023-12-19
9967;7880;2023-04-17
3581;293;2023-06-11
1577;4654;2023-08-23
8355;3822;2023-12-23
11716;7872;2023-09-01
5521;3997;2023-03-22
1798;7098;2023-08-06
3046;6791;2023-08-27
7136;1086;2023-03-23
1389;4331;2023-07-23
5305;5687;2023-01-28
377;8667;2023-10-28
5033;4846;2023-05-17
3319;1501;2023-12-30
5454;9441;2023-12-05
11671;8841;2023-12-24
5352;3595;2023-12-21
2834;3853;2023-05-26
72;6505;2023-12-03
6088;5575;2023-08-07
9806;3280;2023-07-24
2559;6214;2023-02-14
4383;5612;2023-12-08
3342;7448;2023-08-05
7196;2483;2023-02-05
286;8002;2023-04-10
252;709;2023-01-16
3488;7982;2023-12-24
9982;8123;2023-02-10
10229;3595;2023-01-21
10662;5077;2023-04-02
10179;7645;2023-02-04
11750;9601;2023-08-29
6442;8341;2023-11-20
8930;2078;2023-02-27
7689;2899;2023-10-05
5860;4339;2023-12-24
8325;6418;2023-05-29
2703;5113;2023-06-09
5610;2920;2023-04-27
3549;7652;2023-05-09
2124;5147;2023-10-23
4701;7047;2023-02-07
539;1995;2023-05-07
8389;7020;2023-06-06
4349;5601;2023-12-09
11758;7816;2023-11-03
1306;4446;2023-06-01
1562;136;2023-07-31
2042;6237;2023-04-06
8721;7877;2023-09-27
11681;3208;2023-09-27
8708;6644;2023-06-10
11138;5215;2023-05-29
7071;9555;2023-09-24
3895;2997;2023-01-07
353;6253;2023-05-15
9745;5508;2023-10-22
10119;1305;2023-08-04
8501;5917;2023-11-12
10632;4803;2023-03-12
8786;7687;2023-12-02
10329;8661;2023-06-15
7993;1253;2023-10-14
8245;1472;2023-05-29
11781;3974;2023-08-25
4568;5469;2023-11-09
1991;2520;2023-11-25
1302;2616;2023-06-18
10584;32;2023-02-07
11095;8180;2023-07-08
7511;991;2023-03-30
5653;4913;2023-02-27
1445;1722;2023-08-19
5958;7218;2023-11-12
985;9876;2023-05-10
972;5430;2023-04-26
726;154;2023-09-20
7698;4512;2023-01-31
8423;6961;2023-07-17
7110;4540;2023-01-20
4633;4083;2023-09-14
3736;8207;2023-06-10
3663;5409;2023-03-26
1722;2811;2023-09-27
5308;7293;2023-11-21
10669;5229;2023-12-22
5423;4583;2023-11-23
5290;5301;2023-06-06
11076;2720;2023-01-05
2224;4417;2023-05-29
10554;9189;2023-02-22
6390;7386;2023-10-22
7060;6529;2023-12-13
7571;9434;2023-01-11
10993;4809;2023-08-16
10887;17;2023-02-24
10600;1174;2023-08-10
3092;8199;2023-04-02
528;723;2023-02-09
1689;2184;2023-07-15
2602;2923;2023-10-03
6517;4492;2023-01-21
254;8705;2023-05-23
4587;7580;2023-04-17
9043;4833;2023-07-11
8760;6309;2023-09-01
7824;772;2023-07-02
7525;1418;2023-08-24
2945;8511;2023-01-18
932;843;2023-01-04
8125;8554;2023-01-08
7703;7921;2023-08-03
6918;268;2023-07-29
4389;540;2023-08-24
8319;9070;2023-03-08
980;4370;2023-06-13
5783;8644;2023-08-07
7521;5243;2023-07-13
3399;3810;2023-01-10
9415;4993;2023-09-14
9761;199;2023-03-09
9304;4556;2023-06-10
10786;2115;2023-10-14
6779;5514;2023-06-13
9308;8220;2023-11-13
7579;704;2023-09-28
6715;5174;2023-06-18
93;8606;2023-11-25
8734;1210;2023-09-22
5230;7408;2023-05-25
873;3747;2023-04-04
8222;8807;2023-01-23
9255;3564;2023-06-18
5131;5654;2023-03-12
2303;2705;2023-04-19
2227;4440;2023-12-15
2197;2958;2023-05-27
7078;6001;2023-08-18
6025;3882;2023-07-16
10685;6391;2023-05-18
10846;8280;2023-07-29
11030;356;2023-09-20
1860;1115;2023-11-16
7804;3684;2023-10-30
6148;7758;2023-04-11
5404;7059;2023-01-25
2519;9364;2023-01-21
8577;3719;2023-06-30
10783;6332;2023-09-04
11767;4330;2023-01-26
6503;8780;2023-03-12
6406;1247;2023-09-02
7628;7509;2023-10-13
11477;1961;2023-06-18
7015;1973;2023-06-11
8259;2154;2023-04-13
213;5612;2023-10-01
427;9007;2023-05-29
6756;8145;2023-05-26
9856;3743;2023-12-26
4995;1387;2023-10-01
2131;7520;2023-11-10
10063;2563;2023-08-22
11175;7380;2023-06-19
2302;6569;2023-07-03
9724;1129;2023-05-16
4402;9924;2023-10-22
3787;8512;2023-09-30
8814;9712;2023-03-13
4674;6157;2023-08-14
2241;7438;2023-10-14
5082;4192;2023-05-08
7766;9604;2023-12-19
8842;7462;2023-10-01
11199;1521;2023-04-10
7050;2249;2023-06-15
11649;9598;2023-03-29
3157;2644;2023-09-03
6271;8113;2023-11-16
10093;2864;2023-06-29
125;3211;2023-11-30
128;6698;2023-05-16
8086;848;2023-02-13
6061;5127;2023-04-20
5531;7564;2023-09-25
6134;4477;2023-07-04
9239;8076;2023-05-20
1451;8764;2023-11-10
9853;2563;2023-12-10
4073;5629;2023-05-25
8292;5428;2023-10-14
9936;9409;2023-02-18
5888;9650;2023-01-06
704;4333;2023-05-19
759;6418;2023-08-18
5074;5649;2023-11-07
9970;227;2023-03-25
11793;9891;2023-12-30
8254;2958;2023-03-20
11175;174;2023-02-28
3270;8372;2023-10-27
11580;823;2023-08-21
9295;8351;2023-12-22
1334;645;2023-10-06
3438;4409;2023-11-26
4945;2136;2023-05-23
9248;5661;2023-07-05
2628;3479;2023-08-23
4943;302;2023-02-07
3263;9682;2023-06-16
3438;2643;2023-03-28
867;9503;2023-08-11
457;347;2023-04-09
4236;2525;2023-07-26
6742;6399;2023-05-17
9179;2774;2023-06-17
7529;8887;2023-06-10
4961;6586;2023-01-14
1899;7004;2023-09-19
10741;3290;2023-07-20
3709;1259;2023-03-08
906;2295;2023-02-27
10617;7005;2023-11-08
1513;9135;2023-11-22
5505;1437;2023-09-17
10232;3545;2023-12-14
527;3461;2023-01-25
9721;1179;2023-04-23
3619;1070;2023-05-09
1390;5727;2023-05-01
10616;1418;2023-10-19
7961;6428;2023-03-26
6618;8282;2023-01-20
4295;8626;2023-06-09
2569;2488;2023-01-15
281;9359;2023-09-22
1649;6335;2023-10-10
4335;1954;2023-07-01
10845;7731;2023-10-19
1511;9587;2023-09-13
981;1454;2023-12-11
7020;8502;2023-08-05
4496;5826;2023-10-25
4167;6601;2023-08-09
4156;3801;2023-12-26
1229;2235;2023-09-15
11151;9405;2023-12-03
8957;1097;2023-03-06
6186;627;2023-05-09
1505;4993;2023-06-18
9567;7100;2023-12-04
5328;2047;2023-08-12
5641;1394;2023-03-30
11661;3720;2023-03-02
2977;5375;2023-06-15
1441;3913;2023-03-15
863;5496;2023-06-16
5902;3460;2023-11-02
9448;4754;2023-10-03
4858;780;2023-03-01
9413;4124;2023-01-31
4127;357;2023-04-17
2737;8751;2023-07-02
9996;3691;2023-04-26
8414;9935;2023-12-22
10252;5692;2023-04-01
6976;2901;2023-10-28
7003;7503;2023-12-17
3292;2153;2023-03-24
7649;4558;2023-05-04
11104;2250;2023-03-12
7360;5588;2023-11-15
1762;8846;2023-07-26
2269;1580;2023-06-24
1601;2069;2023-08-17
2618;9005;2023-03-07
9425;2801;2023-07-13
5287;574;2023-10-15
6146;1695;2023-04-04
1493;4422;2023-03-10
5904;2207;2023-02-27
5266;2050;2023-08-20
5879;3205;2023-10-27
3511;3692;2023-08-11
10803;2857;2023-11-03
5445;6498;2023-12-10
5515;7529;2023-10-16
9389;8026;2023-05-16
6048;915;2023-10-20
6267;5522;2023-09-08
11088;9208;2023-03-12
95;363;2023-05-21
8115;9249;2023-08-24
6811;9646;2023-05-04
6761;9935;2023-12-17
9300;869;2023-05-27
7900;1549;2023-06-24
5346;6166;2023-05-17
7895;1857;2023-01-24
4264;6338;2023-12-21
8937;9361;2023-04-09
10084;7017;2023-01-16
478;6130;2023-09-09
1645;2630;2023-07-26
5069;246;2023-04-10
1170;1097;2023-05-01
5152;9003;2023-06-13
8286;6311;2023-10-27
10709;4355;2023-03-10
2326;914;2023-09-04
1513;1911;2023-02-12
6338;8309;2023-10-12
3467;6571;2023-09-09
2212;2480;2023-07-27
6394;7230;2023-10-23
11453;3370;2023-11-20
6709;7624;2023-10-25
8210;7289;2023-06-30
9628;6569;2023-04-30
11267;8764;2023-01-26
8110;4895;2023-12-19
7066;1403;2023-12-14
9513;2921;2023-12-02
10242;5403;2023-03-29
1151;8138;2023-02-09
10560;4405;2023-06-16
11284;5685;2023-09-16
9137;5774;2023-04-02
4363;5593;2023-10-13
5404;3027;2023-07-24
6951;4271;2023-02-02
4724;3433;2023-11-13
1714;8826;2023-08-02
3656;2428;2023-10-10
10570;7280;2023-02-16
1527;3761;2023-03-29
4488;9133;2023-02-20
10344;8920;2023-04-03
1557;8660;2023-04-01
11367;9452;2023-08-30
10174;3972;2023-05-14
668;8698;2023-06-02
8749;9059;2023-10-01
10323;9022;2023-01-06
702;3625;2023-06-08
1073;7568;2023-11-14
582;6035;2023-05-15
5530;5588;2023-09-15
5120;9581;2023-04-08
229;3598;2023-10-17
7342;5760;2023-01-27
854;2787;2023-12-16
6838;1329;2023-08-31
2016;3174;2023-02-20
8865;2970;2023-01-11
2748;5049;2023-10-19
6241;1216;2023-07-12
5157;2356;2023-09-14
11175;8268;2023-02-13
3592;4891;2023-03-24
6303;9294;2023-09-02
8220;2405;2023-01-13
1931;350;2023-06-10
4657;1344;2023-05-04
8780;4729;2023-12-06
5160;6078;2023-06-04
9192;1617;2023-06-09
3175;5664;2023-05-06
1223;7609;2023-08-18
8384;9265;2023-12-17
3740;8133;2023-03-21
8287;6404;2023-10-02
11293;6078;2023-01-23
5432;8354;2023-08-25
6448;5028;2023-02-26
10955;6595;2023-09-24
4848;9552;2023-06-04
5017;5535;2023-08-19
9355;9940;2023-01-19
10516;5847;2023-11-24
11305;6223;2023-04-09
262;1071;2023-11-27
4453;6855;2023-03-04
3134;361;2023-12-15
7287;8185;2023-08-15
9163;4637;2023-04-23
5802;1388;2023-06-22
10203;5943;2023-06-27
3469;7452;2023-05-23
4064;7791;2023-11-17
8670;827;2023-05-03
5213;9108;2023-06-13
8301;5965;2023-01-13
4052;2551;2023-03-11
8363;5051;2023-09-02
7316;8917;2023-01-29
2762;1607;2023-08-03
1189;4675;2023-11-09
4864;4258;2023-06-27
663;7456;2023-08-04
9911;34;2023-12-26
6794;6496;2023-09-24
7268;306;2023-01-26
7223;8333;2023-11-24
849;7804;2023-01-22
7901;7297;2023-03-19
5836;3315;2023-11-27
10382;4968;2023-04-24
2434;4055;2023-01-11
11817;276;2023-10-20
1245;7729;2023-07-25
5082;1448;2023-10-28
1;395;2023-03-15
5007;6035;2023-03-08
2107;3313;2023-07-28
2832;3816;2023-03-21
2115;2797;2023-04-17
8692;2077;2023-12-01
1297;9327;2023-06-27
5623;5622;2023-04-15
10696;8994;2023-01-09
10654;9472;2023-03-19
11422;503;2023-04-26
4108;3337;2023-09-13
11201;6777;2023-05-26
1946;4826;2023-09-21
1104;8319;2023-03-12
9889;8353;2023-07-28
6349;5285;2023-06-21
9620;5126;2023-02-13
7857;9017;2023-09-11
6722;6502;2023-01-05
5819;7994;2023-05-06
4601;4139;2023-07-20
10973;1795;2023-02-12
704;5187;2023-10-30
8146;4159;2023-10-17
9475;7402;2023-06-10
8241;2901;2023-12-10
3329;1983;2023-09-07
3520;6468;2023-10-09
3965;9130;2023-08-21
702;8005;2023-02-03
11743;833;2023-06-08
4106;6692;2023-08-04
8398;2901;2023-02-06
1495;6334;2023-04-16
7586;7535;2023-11-07
11462;1174;2023-05-04
11430;6507;2023-02-07
2660;3972;2023-09-18
5875;1893;2023-11-30
7208;874;2023-06-04
4806;9617;2023-09-15
2463;9139;2023-09-24
2462;993;2023-01-27
11571;6931;2023-05-14
3909;5061;2023-05-15
4600;7051;2023-12-11
8207;4172;2023-08-04
10809;4270;2023-01-30
5360;8310;2023-09-10
4891;4740;2023-11-01
2160;1661;2023-09-04
1721;9214;2023-11-01
9103;5599;2023-08-10
2691;4085;2023-10-15
3192;5543;2023-02-25
11031;6888;2023-06-07
11383;3078;2023-03-29
10847;448;2023-05-05
8419;1422;2023-08-31
11224;5282;2023-06-13
10839;8002;2023-06-08
430;2177;2023-02-16
2814;4272;2023-01-24
9767;2686;2023-10-16
9851;8166;2023-09-10
6241;9246;2023-11-15
8494;8672;2023-10-23
7841;4889;2023-05-23
266;7145;2023-07-31
11099;8493;2023-08-01
2108;2856;2023-03-13
55;1868;2023-12-29
7557;1102;2023-02-06
3153;2907;2023-05-27
846;833;2023-08-22
6673;9888;2023-11-17
9690;2917;2023-07-31
9985;7970;2023-08-21
3048;7088;2023-06-17
3759;1518;2023-11-20
6903;7970;2023-02-17
2712;8519;2023-01-10
11476;1461;2023-06-17
9128;6350;2023-03-18
6611;7512;2023-06-25
3661;6983;2023-12-07
8810;8623;2023-08-30
11567;2787;2023-12-08
8866;5940;2023-07-13
3861;3234;2023-11-07
10767;5678;2023-05-06
9476;6885;2023-09-22
6747;5943;2023-04-06
10417;8711;2023-08-14
10033;7084;2023-10-21
11713;174;2023-02-04
570;9596;2023-09-16
3064;337;2023-07-29
8417;7315;2023-02-28
9699;1174;2023-03-28
6820;960;2023-03-16
7240;172;2023-01-08
7627;9208;2023-07-15
3337;2114;2023-05-23
5947;4750;2023-02-02
6886;5395;2023-02-18
5959;657;2023-10-02
10963;2501;2023-07-16
9141;9897;2023-09-07
8354;7739;2023-07-12
3618;4271;2023-07-08
3854;1563;2023-10-17
4335;9924;2023-06-20
5904;1479;2023-07-19
11104;7004;2023-10-27
4125;2092;2023-06-12
10967;2510;2023-07-10
2393;8159;2023-06-18
10952;8868;2023-09-18
3342;5404;2023-09-17
3119;2086;2023-06-02
749;6023;2023-01-13
4815;6596;2023-09-04
1019;7777;2023-02-23
6696;281;2023-07-21
10414;7516;2023-07-19
5076;1208;2023-06-27
8067;1042;2023-08-10
8898;3953;2023-05-21
9973;7183;2023-03-24
2625;9995;2023-11-16
1147;6174;2023-05-22
6457;3720;2023-03-21
2093;5563;2023-01-13
5175;1241;2023-04-15
10882;1667;2023-09-07
3573;3891;2023-03-01
695;6749;2023-06-08
10444;9371;2023-08-10
11687;3661;2023-03-29
9986;8006;2023-03-27
8035;9823;2023-03-04
4528;9656;2023-05-06
9678;4276;2023-12-07
5784;701;2023-01-21
5345;3066;2023-08-15
7608;9852;2023-01-05
7361;1739;2023-06-06
4155;4133;2023-06-18
1670;3017;2023-02-19
7527;9735;2023-06-17
11754;6343;2023-11-09
7650;6704;2023-09-10
2780;2690;2023-10-15
6369;199;2023-07-19
9454;8188;2023-06-05
11205;6705;2023-11-02
6092;6657;2023-03-12
1872;1307;2023-03-25
10604;3705;2023-08-29
11563;6687;2023-06-15
9309;5397;2023-03-18
8619;6854;2023-01-03
6947;9551;2023-03-14
11548;1322;2023-09-08
11409;6604;2023-08-08
11629;1067;2023-01-17
10331;5020;2023-10-29
1457;306;2023-05-12
3083;6551;2023-09-29
969;2953;2023-12-09
3317;7950;2023-01-29
8731;7367;2023-06-24
4249;8660;2023-10-06
803;4126;2023-12-02
6841;5661;2023-01-08
5578;2272;2023-11-03
2695;4947;2023-08-03
2197;4293;2023-10-27
8986;8230;2023-11-11
8250;1210;2023-12-16
4909;7597;2023-05-12
1455;1357;2023-12-20
306;2289;2023-12-02
1669;9365;2023-04-22
9610;42;2023-02-27
8253;5334;2023-01-22
1581;6033;2023-01-06
4730;9559;2023-06-15
9809;3382;2023-04-04
9664;8742;2023-07-26
4746;5332;2023-01-17
6750;4047;2023-12-23
6221;5041;2023-10-21
11577;2564;2023-09-09
3063;2956;2023-10-06
10978;6193;2023-10-11
5439;6732;2023-01-15
470;4060;2023-12-18
8363;2604;2023-06-28
10406;8514;2023-05-25
6409;9843;2023-09-20
3123;7458;2023-09-18
1768;3889;2023-03-17
347;8054;2023-02-26
474;1076;2023-02-25
1689;8583;2023-02-07
2847;8807;2023-12-21
6215;4203;2023-01-20
1474;3446;2023-05-21
4490;317;2023-09-05
4097;1091;2023-07-18
10079;674;2023-09-13
626;5972;2023-05-17
1154;5374;2023-03-17
5696;2324;2023-10-18
4033;5111;2023-09-04
4569;173;2023-12-06
8558;7366;2023-10-02
8359;3554;2023-06-13
1466;640;2023-08-25
9381;1034;2023-03-26
3123;7083;2023-08-16
8235;2859;2023-04-07
6465;2557;2023-01-26
5838;631;2023-02-08
1628;2437;2023-12-01
4505;7000;2023-02-16
11008;7982;2023-03-08
3719;6492;2023-06-26
10366;6115;2023-06-25
4810;9461;2023-07-25
10392;5224;2023-07-08
946;4117;2023-02-13
7784;9921;2023-12-09
7648;7427;2023-01-14
7386;292;2023-10-27
2777;65;2023-10-20
4767;7261;2023-12-08
2808;3537;2023-04-29
1291;6975;2023-08-08
9084;3896;2023-08-24
7134;7541;2023-01-29
11693;6987;2023-02-20
3007;9816;2023-01-23
5425;595;2023-10-09
10378;8725;2023-08-01
10107;3841;2023-05-25
5463;576;2023-01-06
9631;200;2023-11-30
1464;148;2023-09-05
3064;1956;2023-01-16
11202;2946;2023-05-11
5472;4244;2023-02-20
1134;6064;2023-02-28
11349;4403;2023-08-13
8199;2003;2023-04-16
8820;9100;2023-09-10
5244;515;2023-10-21
9521;449;2023-12-27
10682;4114;2023-05-15
2579;4591;2023-11-04
2831;6872;2023-07-09
5309;824;2023-12-12
7247;1987;2023-11-15
409;3330;2023-06-03
2529;3509;2023-05-09
5445;4346;2023-08-30
6638;7839;2023-02-23
4082;6264;2023-04-18
2795;8557;2023-07-05
4615;7813;2023-04-22
163;5858;2023-08-11
8743;4849;2023-02-09
9395;8633;2023-06-20
9863;219;2023-10-13
7924;8468;2023-10-29
10348;1937;2023-11-14
5027;9519;2023-05-13
4840;2449;2023-06-14
10268;2878;2023-08-13
2893;7009;2023-04-11
8185;1020;2023-09-25
6370;4683;2023-07-03
193;143;2023-10-11
6582;7642;2023-10-10
5022;6027;2023-02-08
11261;7871;2023-06-15
9996;5587;2023-12-19
2328;350;2023-12-22
1747;5536;2023-06-14
2770;9988;2023-09-22
1405;3973;2023-06-09
3368;5945;2023-09-15
8777;5808;2023-10-01
11353;3234;2023-10-27
8010;7069;2023-10-02
7487;6892;2023-08-02
7971;5641;2023-06-18
11264;5351;2023-04-04
9294;7568;2023-05-03
11374;3453;2023-01-16
4969;971;2023-05-06
5904;9898;2023-10-28
2475;6471;2023-11-29
4650;2910;2023-10-14
3915;9833;2023-05-17
462;9695;2023-12-19
11500;7308;2023-06-15
6610;3115;2023-02-28
738;4297;2023-10-22
10350;9210;2023-02-06
4522;4114;2023-05-13
4773;8390;2023-09-25
6497;8813;2023-05-09
6256;5808;2023-08-28
8038;6461;2023-08-28
10996;7135;2023-11-17
963;9583;2023-01-29
3510;498;2023-09-01
9189;9608;2023-10-10
4731;152;2023-07-06
6370;2380;2023-03-27
10488;5417;2023-04-15
10509;3874;2023-05-13
8182;2271;2023-03-22
4585;8239;2023-07-03
747;1955;2023-01-22
3543;6735;2023-11-17
3874;7495;2023-03-01
8319;2197;2023-01-01
11506;2830;2023-12-03
9563;5864;2023-12-15
2537;5057;2023-03-15
9712;5877;2023-12-10
9960;5408;2023-11-07
2380;8817;2023-12-23
5744;7704;2023-04-27
9692;1758;2023-10-16
1763;5254;2023-12-04
7115;2972;2023-05-21
5185;6431;2023-12-09
1951;8402;2023-10-12
1683;9221;2023-04-23
1693;5903;2023-10-21
10713;904;2023-05-16
185;7816;2023-07-27
7605;1539;2023-03-31
4243;3907;2023-09-19
6362;84;2023-04-23
11419;2870;2023-08-28
10322;1011;2023-12-26
5456;5839;2023-11-13
9825;3968;2023-10-31
3921;6183;2023-06-02
10949;7742;2023-07-14
5482;8753;2023-10-19
3098;7652;2023-03-04
3692;8595;2023-09-15
11318;2965;2023-11-08
4970;7615;2023-06-08
5048;7352;2023-04-26
9614;6221;2023-11-17
3443;2401;2023-04-25
1826;9615;2023-07-16
3668;3675;2023-05-17
11196;3374;2023-07-14
8853;8480;2023-11-25
1120;8289;2023-05-19
1737;7696;2023-08-15
4492;3231;2023-04-09
3961;439;2023-04-18
10882;9818;2023-09-12
820;1313;2023-09-28
2104;4533;2023-12-15
8682;6495;2023-10-30
4162;8539;2023-03-20
252;8593;2023-06-13
6528;800;2023-12-31
2656;2524;2023-01-31
2717;5840;2023-11-22
5693;1983;2023-09-16
5606;8751;2023-10-16
2710;1275;2023-06-05
1144;4534;2023-01-08
896;130;2023-10-23
8771;3150;2023-11-17
546;2972;2023-12-12
3897;8754;2023-06-10
9656;8232;2023-02-09
6199;2082;2023-11-09
3658;2283;2023-04-02
3134;6789;2023-11-14
97;5224;2023-08-24
10271;117;2023-01-19
9609;9429;2023-11-04
9057;9558;2023-07-14
8280;7159;2023-03-21
902;3782;2023-07-22
11410;1793;2023-10-04
4570;6203;2023-05-22
8803;7035;2023-09-09
4469;5736;2023-11-30
5109;779;2023-12-14
2477;7326;2023-11-21
8159;858;2023-12-30
9371;67;2023-05-10
11520;6618;2023-12-31
9650;969;2023-08-30
7551;5931;2023-08-29
4984;1367;2023-08-17
7345;1352;2023-11-27
5551;469;2023-10-01
7635;8540;2023-01-26
1274;7581;2023-08-03
10627;7430;2023-07-19
8864;9780;2023-04-28
10796;8610;2023-08-10
7362;3686;2023-06-21
5799;15;2023-05-01
7531;8194;2023-06-05
439;6384;2023-04-14
9460;7635;2023-10-28
10360;9690;2023-12-22
10257;1081;2023-05-26
9938;7877;2023-03-31
6118;1887;2023-02-21
5716;1629;2023-02-11
1127;680;2023-10-16
3100;4700;2023-07-10
5232;8410;2023-06-16
9535;4239;2023-04-02
3864;4860;2023-03-21
5658;7786;2023-03-28
8300;1569;2023-10-27
11542;4460;2023-07-15
3569;8325;2023-11-14
3223;926;2023-10-17
420;5265;2023-04-28
5523;2318;2023-05-21
3538;4043;2023-06-22
4997;1662;2023-11-03
2628;7775;2023-12-07
6441;1883;2023-02-19
2374;2375;2023-05-01
8859;284;2023-08-15
6280;306;2023-02-12
3988;4121;2023-03-19
7613;348;2023-07-29
1653;905;2023-09-26
1741;1450;2023-09-14
9312;5592;2023-09-30
9854;6127;2023-01-30
5302;161;2023-11-26
2128;5308;2023-11-17
11135;841;2023-07-30
5834;797;2023-05-23
11388;9491;2023-09-25
5797;8451;2023-05-18
3602;4240;2023-11-04
8033;2957;2023-07-19
9461;4849;2023-04-18
11802;8970;2023-02-04
10813;3746;2023-07-27
10491;8186;2023-10-06
6779;4812;2023-02-02
8067;7265;2023-09-10
1100;6027;2023-11-10
1358;9265;2023-05-03
6193;8046;2023-07-08
5135;7721;2023-11-04
7367;2673;2023-07-23
3362;7039;2023-05-01
9540;1747;2023-09-25
4736;9086;2023-02-24
11803;7183;2023-11-02
7466;5473;2023-04-01
6214;6564;2023-10-16
7356;8829;2023-03-07
252;8831;2023-09-09
6008;8543;2023-01-23
8054;3479;2023-06-04
7945;6781;2023-06-04
4422;1480;2023-11-10
4569;1291;2023-02-20
1611;1145;2023-08-06
332;5940;2023-04-14
748;975;2023-01-10
8699;1495;2023-12-10
4869;5130;2023-08-18
8788;5401;2023-10-19
7098;4259;2023-06-10
8108;6461;2023-02-18
10236;785;2023-08-27
8679;9190;2023-01-12
8878;1667;2023-02-01
1832;3892;2023-09-13
10864;4590;2023-10-13
904;4728;2023-08-21
11612;9599;2023-07-15
2827;8772;2023-02-05
2939;7526;2023-05-06
5984;6135;2023-01-09
